Date,Value,neighborhood
2010-01-31,450000.0,Charlestown
2010-01-31,465000.0,Charlestown
2010-01-31,265000.0,South Dorchester
2010-01-31,304450.0,Roslindale
2010-01-31,304450.0,Roslindale
2010-01-31,399250.0,West Roxbury
2010-01-31,399000.0,West Roxbury
2010-01-31,269000.0,South Dorchester
2010-01-31,294000.0,Hyde Park
2010-02-28,312000.0,Roslindale
2010-02-28,455000.0,Charlestown
2010-02-28,312000.0,Roslindale
2010-02-28,294500.0,Hyde Park
2010-02-28,269000.0,South Dorchester
2010-02-28,371950.0,West Roxbury
2010-02-28,379500.0,West Roxbury
2010-02-28,265000.0,South Dorchester
2010-02-28,450000.0,Charlestown
2010-03-31,289900.0,Hyde Park
2010-03-31,329900.0,Roslindale
2010-03-31,269000.0,South Dorchester
2010-03-31,399900.0,West Roxbury
2010-03-31,274000.0,South Dorchester
2010-03-31,462000.0,Charlestown
2010-03-31,329900.0,Roslindale
2010-03-31,399900.0,West Roxbury
2010-03-31,459000.0,Charlestown
2010-04-30,269000.0,South Dorchester
2010-04-30,329000.0,Roslindale
2010-04-30,450000.0,Charlestown
2010-04-30,399900.0,West Roxbury
2010-04-30,399900.0,West Roxbury
2010-04-30,284900.0,Hyde Park
2010-04-30,329000.0,Roslindale
2010-04-30,454500.0,Charlestown
2010-04-30,264000.0,South Dorchester
2010-05-31,399900.0,West Roxbury
2010-05-31,455000.0,Charlestown
2010-05-31,329000.0,Roslindale
2010-05-31,329000.0,Roslindale
2010-05-31,249000.0,South Dorchester
2010-05-31,279000.0,Hyde Park
2010-05-31,259000.0,South Dorchester
2010-05-31,399900.0,West Roxbury
2010-05-31,449950.0,Charlestown
2010-06-30,399000.0,West Roxbury
2010-06-30,309000.0,Roslindale
2010-06-30,259000.0,South Dorchester
2010-06-30,450000.0,Charlestown
2010-06-30,399000.0,West Roxbury
2010-06-30,309000.0,Roslindale
2010-06-30,249000.0,South Dorchester
2010-06-30,264000.0,Hyde Park
2010-06-30,459000.0,Charlestown
2010-07-31,252000.0,South Dorchester
2010-07-31,399900.0,West Roxbury
2010-07-31,455000.0,Charlestown
2010-07-31,300900.0,Roslindale
2010-07-31,459000.0,Charlestown
2010-07-31,300900.0,Roslindale
2010-07-31,262000.0,South Dorchester
2010-07-31,259900.0,Hyde Park
2010-07-31,399000.0,West Roxbury
2010-08-31,259450.0,Hyde Park
2010-08-31,399900.0,West Roxbury
2010-08-31,469000.0,Charlestown
2010-08-31,249000.0,South Dorchester
2010-08-31,241000.0,South Dorchester
2010-08-31,399900.0,West Roxbury
2010-08-31,289900.0,Roslindale
2010-08-31,289900.0,Roslindale
2010-08-31,459000.0,Charlestown
2010-09-30,249000.0,South Dorchester
2010-09-30,449000.0,Charlestown
2010-09-30,269400.0,Hyde Park
2010-09-30,409900.0,West Roxbury
2010-09-30,249900.0,South Dorchester
2010-09-30,299900.0,Roslindale
2010-09-30,454000.0,Charlestown
2010-09-30,299900.0,Roslindale
2010-09-30,409900.0,West Roxbury
2010-10-31,249000.0,South Dorchester
2010-10-31,299900.0,Roslindale
2010-10-31,299900.0,Roslindale
2010-10-31,440500.0,Charlestown
2010-10-31,449000.0,Charlestown
2010-10-31,272200.0,Hyde Park
2010-10-31,399900.0,West Roxbury
2010-10-31,399900.0,West Roxbury
2010-10-31,248000.0,South Dorchester
2010-11-30,444000.0,Charlestown
2010-11-30,394900.0,West Roxbury
2010-11-30,249450.0,South Dorchester
2010-11-30,289000.0,Roslindale
2010-11-30,449000.0,Charlestown
2010-11-30,263000.0,Hyde Park
2010-11-30,394900.0,West Roxbury
2010-11-30,247000.0,South Dorchester
2010-11-30,289000.0,Roslindale
2010-12-31,439000.0,Charlestown
2010-12-31,379000.0,West Roxbury
2010-12-31,250000.0,Hyde Park
2010-12-31,381950.0,West Roxbury
2010-12-31,284450.0,Roslindale
2010-12-31,439000.0,Charlestown
2010-12-31,284450.0,Roslindale
2010-12-31,246450.0,South Dorchester
2010-12-31,235900.0,South Dorchester
2011-01-31,439000.0,Charlestown
2011-01-31,249000.0,South Dorchester
2011-01-31,399900.0,West Roxbury
2011-01-31,245900.0,South Dorchester
2011-01-31,294900.0,Roslindale
2011-01-31,249000.0,Hyde Park
2011-01-31,294900.0,Roslindale
2011-01-31,449000.0,Charlestown
2011-01-31,399900.0,West Roxbury
2011-02-28,455000.0,Charlestown
2011-02-28,226250.0,South Dorchester
2011-02-28,399900.0,West Roxbury
2011-02-28,289900.0,Roslindale
2011-02-28,239000.0,Hyde Park
2011-02-28,289900.0,Roslindale
2011-02-28,232500.0,South Dorchester
2011-02-28,399450.0,West Roxbury
2011-02-28,457000.0,Charlestown
2011-03-31,229000.0,South Dorchester
2011-03-31,437000.0,Charlestown
2011-03-31,399000.0,West Roxbury
2011-03-31,239990.0,Hyde Park
2011-03-31,244900.0,South Dorchester
2011-03-31,399000.0,West Roxbury
2011-03-31,436000.0,Charlestown
2011-03-31,300000.0,Roslindale
2011-03-31,300000.0,Roslindale
2011-04-30,297000.0,Roslindale
2011-04-30,449900.0,Charlestown
2011-04-30,295000.0,Roslindale
2011-04-30,450000.0,Charlestown
2011-04-30,240950.0,South Dorchester
2011-04-30,239000.0,South Dorchester
2011-04-30,377450.0,West Roxbury
2011-04-30,374900.0,West Roxbury
2011-04-30,249000.0,Hyde Park
2011-05-31,239500.0,South Dorchester
2011-05-31,384950.0,West Roxbury
2011-05-31,455000.0,Charlestown
2011-05-31,243450.0,South Dorchester
2011-05-31,254000.0,Hyde Park
2011-05-31,299000.0,Roslindale
2011-05-31,459000.0,Charlestown
2011-05-31,387450.0,West Roxbury
2011-05-31,299000.0,Roslindale
2011-06-30,239000.0,South Dorchester
2011-06-30,385000.0,West Roxbury
2011-06-30,449000.0,Charlestown
2011-06-30,252000.0,Hyde Park
2011-06-30,379900.0,West Roxbury
2011-06-30,299000.0,Roslindale
2011-06-30,239900.0,South Dorchester
2011-06-30,299000.0,Roslindale
2011-06-30,449000.0,Charlestown
2011-07-31,299000.0,Roslindale
2011-07-31,239000.0,South Dorchester
2011-07-31,237750.0,South Dorchester
2011-07-31,369000.0,West Roxbury
2011-07-31,299000.0,Roslindale
2011-07-31,449000.0,Charlestown
2011-07-31,369900.0,West Roxbury
2011-07-31,449000.0,Charlestown
2011-07-31,259000.0,Hyde Park
2011-08-31,359050.0,West Roxbury
2011-08-31,289000.0,Roslindale
2011-08-31,469000.0,Charlestown
2011-08-31,242000.0,South Dorchester
2011-08-31,469000.0,Charlestown
2011-08-31,259000.0,Hyde Park
2011-08-31,289000.0,Roslindale
2011-08-31,242000.0,South Dorchester
2011-08-31,359500.0,West Roxbury
2011-09-30,239450.0,South Dorchester
2011-09-30,350000.0,West Roxbury
2011-09-30,259900.0,Hyde Park
2011-09-30,234235.0,South Dorchester
2011-09-30,299000.0,Roslindale
2011-09-30,487000.0,Charlestown
2011-09-30,354500.0,West Roxbury
2011-09-30,479900.0,Charlestown
2011-09-30,299000.0,Roslindale
2011-10-31,506500.0,Charlestown
2011-10-31,250000.0,Hyde Park
2011-10-31,224900.0,South Dorchester
2011-10-31,350000.0,West Roxbury
2011-10-31,219425.0,South Dorchester
2011-10-31,359000.0,West Roxbury
2011-10-31,519499.5,Charlestown
2011-10-31,319900.0,Roslindale
2011-10-31,319900.0,Roslindale
2011-11-30,309980.0,Roslindale
2011-11-30,209900.0,South Dorchester
2011-11-30,506500.0,Charlestown
2011-11-30,309980.0,Roslindale
2011-11-30,349900.0,West Roxbury
2011-11-30,215000.0,South Dorchester
2011-11-30,519000.0,Charlestown
2011-11-30,349900.0,West Roxbury
2011-11-30,249950.0,Hyde Park
2011-12-31,257000.0,Hyde Park
2011-12-31,199900.0,South Dorchester
2011-12-31,359900.0,West Roxbury
2011-12-31,302450.0,Roslindale
2011-12-31,302450.0,Roslindale
2011-12-31,359900.0,West Roxbury
2011-12-31,209900.0,South Dorchester
2011-12-31,514450.0,Charlestown
2011-12-31,499000.0,Charlestown
2012-01-31,229000.0,South Dorchester
2012-01-31,299000.0,Roslindale
2012-01-31,529000.0,Charlestown
2012-01-31,299000.0,Roslindale
2012-01-31,359900.0,West Roxbury
2012-01-31,249950.0,Hyde Park
2012-01-31,525000.0,Charlestown
2012-01-31,219900.0,South Dorchester
2012-01-31,359900.0,West Roxbury
2012-02-29,359900.0,West Roxbury
2012-02-29,254450.0,Hyde Park
2012-02-29,504000.0,Charlestown
2012-02-29,519000.0,Charlestown
2012-02-29,228450.0,South Dorchester
2012-02-29,230950.0,South Dorchester
2012-02-29,292450.0,Roslindale
2012-02-29,292450.0,Roslindale
2012-02-29,359900.0,West Roxbury
2012-03-31,374500.0,West Roxbury
2012-03-31,299900.0,Roslindale
2012-03-31,225000.0,South Dorchester
2012-03-31,299900.0,Roslindale
2012-03-31,219900.0,South Dorchester
2012-03-31,499000.0,Charlestown
2012-03-31,494450.0,Charlestown
2012-03-31,379000.0,West Roxbury
2012-03-31,269900.0,Hyde Park
2012-04-30,299900.0,Roslindale
2012-04-30,499000.0,Charlestown
2012-04-30,369900.0,West Roxbury
2012-04-30,369900.0,West Roxbury
2012-04-30,279000.0,Hyde Park
2012-04-30,299900.0,Roslindale
2012-04-30,245000.0,South Dorchester
2012-04-30,477000.0,Charlestown
2012-04-30,249250.0,South Dorchester
2012-05-31,279000.0,Hyde Park
2012-05-31,499000.0,Charlestown
2012-05-31,384000.0,West Roxbury
2012-05-31,309000.0,Roslindale
2012-05-31,309000.0,Roslindale
2012-05-31,381950.0,West Roxbury
2012-05-31,257000.0,South Dorchester
2012-05-31,249900.0,South Dorchester
2012-05-31,499000.0,Charlestown
2012-06-30,319000.0,Roslindale
2012-06-30,509950.0,Charlestown
2012-06-30,375000.0,West Roxbury
2012-06-30,376000.0,West Roxbury
2012-06-30,255000.0,South Dorchester
2012-06-30,264000.0,South Dorchester
2012-06-30,319000.0,Roslindale
2012-06-30,499000.0,Charlestown
2012-06-30,269999.0,Hyde Park
2012-07-31,269000.0,South Dorchester
2012-07-31,519000.0,Charlestown
2012-07-31,360000.0,West Roxbury
2012-07-31,312000.0,Roslindale
2012-07-31,360000.0,West Roxbury
2012-07-31,315000.0,Roslindale
2012-07-31,510000.0,Charlestown
2012-07-31,267250.0,South Dorchester
2012-07-31,269900.0,Hyde Park
2012-08-31,512450.0,Charlestown
2012-08-31,309000.0,Roslindale
2012-08-31,519000.0,Charlestown
2012-08-31,359900.0,West Roxbury
2012-08-31,267250.0,South Dorchester
2012-08-31,265500.0,South Dorchester
2012-08-31,359000.0,West Roxbury
2012-08-31,304450.0,Roslindale
2012-08-31,269900.0,Hyde Park
2012-09-30,265000.0,South Dorchester
2012-09-30,254000.0,Hyde Park
2012-09-30,269000.0,South Dorchester
2012-09-30,569000.0,Charlestown
2012-09-30,370000.0,West Roxbury
2012-09-30,322000.0,Roslindale
2012-09-30,369900.0,West Roxbury
2012-09-30,557500.0,Charlestown
2012-09-30,325000.0,Roslindale
2012-10-31,369500.0,West Roxbury
2012-10-31,544000.0,Charlestown
2012-10-31,269000.0,South Dorchester
2012-10-31,269000.0,South Dorchester
2012-10-31,369500.0,West Roxbury
2012-10-31,319000.0,Roslindale
2012-10-31,549900.0,Charlestown
2012-10-31,319000.0,Roslindale
2012-10-31,259900.0,Hyde Park
2012-11-30,329900.0,Roslindale
2012-11-30,291000.0,South Dorchester
2012-11-30,273950.0,South Dorchester
2012-11-30,269000.0,Hyde Park
2012-11-30,558450.0,Charlestown
2012-11-30,379000.0,West Roxbury
2012-11-30,379000.0,West Roxbury
2012-11-30,564450.0,Charlestown
2012-11-30,329450.0,Roslindale
2012-12-31,324900.0,Roslindale
2012-12-31,259000.0,South Dorchester
2012-12-31,344900.0,West Roxbury
2012-12-31,259000.0,South Dorchester
2012-12-31,327400.0,Roslindale
2012-12-31,525000.0,Charlestown
2012-12-31,269450.0,Hyde Park
2012-12-31,349000.0,West Roxbury
2012-12-31,525000.0,Charlestown
2013-01-31,297000.0,Hyde Park
2013-01-31,557450.0,Charlestown
2013-01-31,339000.0,West Roxbury
2013-01-31,555000.0,Charlestown
2013-01-31,321400.0,Roslindale
2013-01-31,321400.0,Roslindale
2013-01-31,259000.0,South Dorchester
2013-01-31,349000.0,West Roxbury
2013-01-31,259000.0,South Dorchester
2013-02-28,370000.0,West Roxbury
2013-02-28,572000.0,Charlestown
2013-02-28,374000.0,West Roxbury
2013-02-28,307000.0,Roslindale
2013-02-28,562000.0,Charlestown
2013-02-28,269000.0,South Dorchester
2013-02-28,269000.0,South Dorchester
2013-02-28,299000.0,Hyde Park
2013-02-28,307000.0,Roslindale
2013-03-31,309900.0,Roslindale
2013-03-31,509900.0,South Boston
2013-03-31,539900.0,Charlestown
2013-03-31,309900.0,Roslindale
2013-03-31,394500.0,West Roxbury
2013-03-31,302450.0,Hyde Park
2013-03-31,390000.0,West Roxbury
2013-03-31,285000.0,South Dorchester
2013-03-31,509900.0,South Boston
2013-03-31,525000.0,Charlestown
2013-03-31,281000.0,South Dorchester
2013-04-30,489000.0,South Boston
2013-04-30,399900.0,West Roxbury
2013-04-30,489000.0,South Boston
2013-04-30,289900.0,Hyde Park
2013-04-30,292000.0,South Dorchester
2013-04-30,349900.0,Roslindale
2013-04-30,399450.0,West Roxbury
2013-04-30,344950.0,Roslindale
2013-04-30,529000.0,Charlestown
2013-04-30,285000.0,South Dorchester
2013-04-30,548950.0,Charlestown
2013-05-31,329900.0,Roslindale
2013-05-31,298900.0,South Dorchester
2013-05-31,469000.0,South Boston
2013-05-31,549000.0,Charlestown
2013-05-31,389000.0,West Roxbury
2013-05-31,299900.0,South Dorchester
2013-05-31,389000.0,West Roxbury
2013-05-31,469000.0,South Boston
2013-05-31,332450.0,Roslindale
2013-05-31,299900.0,Hyde Park
2013-05-31,549900.0,Charlestown
2013-06-30,469000.0,South Boston
2013-06-30,299900.0,East Boston
2013-06-30,289000.0,South Dorchester
2013-06-30,289450.0,South Dorchester
2013-06-30,422450.0,West Roxbury
2013-06-30,366950.0,Roslindale
2013-06-30,469000.0,South Boston
2013-06-30,364900.0,Roslindale
2013-06-30,529000.0,Charlestown
2013-06-30,415000.0,West Roxbury
2013-06-30,306500.0,Hyde Park
2013-06-30,525000.0,Charlestown
2013-07-31,499000.0,South Boston
2013-07-31,327000.0,Roslindale
2013-07-31,499000.0,South Boston
2013-07-31,296000.0,South Dorchester
2013-07-31,296000.0,South Dorchester
2013-07-31,327000.0,Roslindale
2013-07-31,497450.0,Charlestown
2013-07-31,322400.0,Hyde Park
2013-07-31,419900.0,West Roxbury
2013-07-31,299944.0,East Boston
2013-07-31,489000.0,Charlestown
2013-07-31,419900.0,West Roxbury
2013-08-31,509900.0,South Boston
2013-08-31,329900.0,Roslindale
2013-08-31,509900.0,South Boston
2013-08-31,399450.0,West Roxbury
2013-08-31,329900.0,Roslindale
2013-08-31,299900.0,South Dorchester
2013-08-31,299900.0,South Dorchester
2013-08-31,299922.0,East Boston
2013-08-31,539450.0,Charlestown
2013-08-31,399900.0,West Roxbury
2013-08-31,324900.0,Hyde Park
2013-08-31,525000.0,Charlestown
2013-09-30,339000.0,Roslindale
2013-09-30,389000.0,West Roxbury
2013-09-30,297000.0,South Dorchester
2013-09-30,514700.0,South Boston
2013-09-30,529000.0,Charlestown
2013-09-30,289000.0,Hyde Park
2013-09-30,339000.0,Roslindale
2013-09-30,309900.0,East Boston
2013-09-30,535000.0,Charlestown
2013-09-30,309900.0,East Boston
2013-09-30,499900.0,South Boston
2013-09-30,297000.0,South Dorchester
2013-09-30,389000.0,West Roxbury
2013-10-31,289900.0,South Dorchester
2013-10-31,289900.0,South Dorchester
2013-10-31,299900.0,East Boston
2013-10-31,519900.0,South Boston
2013-10-31,399900.0,West Roxbury
2013-10-31,334900.0,Roslindale
2013-10-31,519950.0,South Boston
2013-10-31,299450.0,Hyde Park
2013-10-31,334900.0,Roslindale
2013-10-31,299900.0,East Boston
2013-10-31,409450.0,West Roxbury
2013-10-31,559000.0,Charlestown
2013-10-31,559000.0,Charlestown
2013-11-30,509000.0,South Boston
2013-11-30,384450.0,West Roxbury
2013-11-30,294900.0,East Boston
2013-11-30,549000.0,Charlestown
2013-11-30,339450.0,Roslindale
2013-11-30,339450.0,Roslindale
2013-11-30,389000.0,West Roxbury
2013-11-30,289000.0,South Dorchester
2013-11-30,294900.0,East Boston
2013-11-30,517000.0,South Boston
2013-11-30,554000.0,Charlestown
2013-11-30,289000.0,South Dorchester
2013-11-30,305000.0,Hyde Park
2013-11-30,305000.0,Hyde Park
2013-12-31,539000.0,South Boston
2013-12-31,539000.0,South Boston
2013-12-31,414900.0,West Roxbury
2013-12-31,559000.0,Charlestown
2013-12-31,290000.0,East Boston
2013-12-31,289000.0,Hyde Park
2013-12-31,329000.0,Roslindale
2013-12-31,329000.0,Roslindale
2013-12-31,559000.0,Charlestown
2013-12-31,294500.0,Hyde Park
2013-12-31,276950.0,South Dorchester
2013-12-31,397450.0,West Roxbury
2013-12-31,279950.0,South Dorchester
2013-12-31,290000.0,East Boston
2014-01-31,569000.0,South Boston
2014-01-31,318250.0,Roslindale
2014-01-31,269500.0,Hyde Park
2014-01-31,649000.0,Charlestown
2014-01-31,369900.0,West Roxbury
2014-01-31,299000.0,South Dorchester
2014-01-31,289900.0,East Boston
2014-01-31,299900.0,South Dorchester
2014-01-31,569000.0,South Boston
2014-01-31,382400.0,West Roxbury
2014-01-31,644000.0,Charlestown
2014-01-31,318250.0,Roslindale
2014-01-31,289900.0,East Boston
2014-01-31,267000.0,Hyde Park
2014-02-28,324900.0,Roslindale
2014-02-28,599000.0,South Boston
2014-02-28,294450.0,Hyde Park
2014-02-28,299900.0,South Dorchester
2014-02-28,399450.0,West Roxbury
2014-02-28,304000.0,East Boston
2014-02-28,309000.0,East Boston
2014-02-28,322400.0,Roslindale
2014-02-28,287450.0,Hyde Park
2014-02-28,599000.0,South Boston
2014-02-28,659450.0,Charlestown
2014-02-28,319000.0,South Dorchester
2014-02-28,659900.0,Charlestown
2014-02-28,396950.0,West Roxbury
2014-03-31,300000.0,Hyde Park
2014-03-31,479900.0,Jamaica Plain
2014-03-31,304450.0,North Dorchester
2014-03-31,279000.0,East Boston
2014-03-31,399900.0,West Roxbury
2014-03-31,632000.0,Charlestown
2014-03-31,304450.0,North Dorchester
2014-03-31,329000.0,Roslindale
2014-03-31,327000.0,Roslindale
2014-03-31,559000.0,South Boston
2014-03-31,300000.0,Hyde Park
2014-03-31,484500.0,Jamaica Plain
2014-03-31,279000.0,East Boston
2014-03-31,307000.0,South Dorchester
2014-03-31,559000.0,South Boston
2014-03-31,629000.0,Charlestown
2014-03-31,319000.0,South Dorchester
2014-03-31,399000.0,West Roxbury
2014-04-30,439900.0,West Roxbury
2014-04-30,304475.0,East Boston
2014-04-30,339000.0,Roslindale
2014-04-30,439000.0,Jamaica Plain
2014-04-30,299000.0,South Dorchester
2014-04-30,439900.0,West Roxbury
2014-04-30,339000.0,Roslindale
2014-04-30,303500.0,Hyde Park
2014-04-30,319450.0,North Dorchester
2014-04-30,549000.0,South Boston
2014-04-30,319450.0,North Dorchester
2014-04-30,299000.0,South Dorchester
2014-04-30,549000.0,South Boston
2014-04-30,615000.0,Charlestown
2014-04-30,622000.0,Charlestown
2014-04-30,303500.0,Hyde Park
2014-04-30,444450.0,Jamaica Plain
2014-04-30,299950.0,East Boston
2014-05-31,309000.0,South Dorchester
2014-05-31,319900.0,East Boston
2014-05-31,439000.0,Jamaica Plain
2014-05-31,589000.0,Charlestown
2014-05-31,339450.0,Roslindale
2014-05-31,310000.0,Hyde Park
2014-05-31,299450.0,South Dorchester
2014-05-31,589000.0,Charlestown
2014-05-31,310000.0,Hyde Park
2014-05-31,554500.0,South Boston
2014-05-31,439000.0,Jamaica Plain
2014-05-31,335000.0,North Dorchester
2014-05-31,439900.0,West Roxbury
2014-05-31,335000.0,North Dorchester
2014-05-31,317400.0,East Boston
2014-05-31,559000.0,South Boston
2014-05-31,439900.0,West Roxbury
2014-05-31,339450.0,Roslindale
2014-06-30,549000.0,South Boston
2014-06-30,330000.0,Hyde Park
2014-06-30,309000.0,South Dorchester
2014-06-30,335000.0,North Dorchester
2014-06-30,349450.0,East Boston
2014-06-30,449000.0,Jamaica Plain
2014-06-30,624000.0,Charlestown
2014-06-30,629000.0,Charlestown
2014-06-30,335000.0,North Dorchester
2014-06-30,334450.0,Roslindale
2014-06-30,334450.0,Roslindale
2014-06-30,549000.0,South Boston
2014-06-30,349000.0,East Boston
2014-06-30,319000.0,South Dorchester
2014-06-30,449000.0,Jamaica Plain
2014-06-30,429700.0,West Roxbury
2014-06-30,330000.0,Hyde Park
2014-06-30,426000.5,West Roxbury
2014-07-31,427000.0,West Roxbury
2014-07-31,569000.0,South Boston
2014-07-31,325000.0,Hyde Park
2014-07-31,349000.0,East Boston
2014-07-31,449000.0,Jamaica Plain
2014-07-31,299900.0,South Dorchester
2014-07-31,429700.0,West Roxbury
2014-07-31,639000.0,Charlestown
2014-07-31,349950.0,North Dorchester
2014-07-31,325000.0,Hyde Park
2014-07-31,349950.0,North Dorchester
2014-07-31,349000.0,Roslindale
2014-07-31,349000.0,Roslindale
2014-07-31,649450.0,Charlestown
2014-07-31,349000.0,East Boston
2014-07-31,569000.0,South Boston
2014-07-31,449000.0,Jamaica Plain
2014-07-31,309500.0,South Dorchester
2014-08-31,329450.0,Hyde Park
2014-08-31,349000.0,East Boston
2014-08-31,669000.0,Charlestown
2014-08-31,681500.0,Charlestown
2014-08-31,584000.0,South Boston
2014-08-31,399000.0,Jamaica Plain
2014-08-31,354500.0,North Dorchester
2014-08-31,399000.0,Jamaica Plain
2014-08-31,347000.0,East Boston
2014-08-31,319000.0,South Dorchester
2014-08-31,334450.0,South Dorchester
2014-08-31,429900.0,West Roxbury
2014-08-31,579000.0,South Boston
2014-08-31,359000.0,Roslindale
2014-08-31,329450.0,Hyde Park
2014-08-31,429000.0,West Roxbury
2014-08-31,354500.0,North Dorchester
2014-08-31,359000.0,Roslindale
2014-09-30,349000.0,North Dorchester
2014-09-30,639000.0,Charlestown
2014-09-30,354450.0,Roslindale
2014-09-30,559000.0,South Boston
2014-09-30,365000.0,East Boston
2014-09-30,399000.0,Jamaica Plain
2014-09-30,312500.0,South Dorchester
2014-09-30,354450.0,Roslindale
2014-09-30,349000.0,North Dorchester
2014-09-30,329900.0,Hyde Park
2014-09-30,304500.0,South Dorchester
2014-09-30,365000.0,East Boston
2014-09-30,444000.0,West Roxbury
2014-09-30,449450.0,West Roxbury
2014-09-30,329999.5,Hyde Park
2014-09-30,399000.0,Jamaica Plain
2014-09-30,564000.0,South Boston
